input,loop count,thread count,time averaged over 5 runs,custom barrier
seq_64_test.txt,50000,32,12994.8,False
seq_64_test.txt,50000,32,19399.4,True
seq_64_test.txt,100000,0,21003.4,False
seq_64_test.txt,100000,0,20390.0,True
seq_64_test.txt,100000,2,21381.4,False
seq_64_test.txt,100000,2,21223.2,True
seq_64_test.txt,100000,4,12036.6,False
seq_64_test.txt,100000,4,12254.2,True
seq_64_test.txt,100000,6,11588.2,False
seq_64_test.txt,100000,6,12757.8,True
seq_64_test.txt,100000,8,13548.2,False
seq_64_test.txt,100000,8,13132.4,True
seq_64_test.txt,100000,10,13058.6,False
seq_64_test.txt,100000,10,13245.8,True
seq_64_test.txt,100000,12,13124.4,False
seq_64_test.txt,100000,12,13247.8,True
seq_64_test.txt,100000,14,13840.0,False
seq_64_test.txt,100000,14,13566.6,True
seq_64_test.txt,100000,16,15442.2,False
seq_64_test.txt,100000,16,16288.0,True
seq_64_test.txt,100000,18,23788.6,False
seq_64_test.txt,100000,18,38534.8,True
seq_64_test.txt,100000,20,23525.6,False
seq_64_test.txt,100000,20,20768.4,True
seq_64_test.txt,100000,22,26430.0,False
seq_64_test.txt,100000,22,34222.0,True
seq_64_test.txt,100000,24,25955.6,False
seq_64_test.txt,100000,24,37027.0,True
seq_64_test.txt,100000,26,25292.2,False
seq_64_test.txt,100000,26,26248.4,True
seq_64_test.txt,100000,28,27504.8,False
seq_64_test.txt,100000,28,32719.0,True
seq_64_test.txt,100000,30,27414.6,False
seq_64_test.txt,100000,30,35224.0,True
seq_64_test.txt,100000,32,35716.2,False
seq_64_test.txt,100000,32,31964.6,True
1k.txt,10,0,21.6,False
1k.txt,10,0,25.2,True
1k.txt,10,2,2056.6,False
1k.txt,10,2,2305.8,True
1k.txt,10,4,1372.4,False
1k.txt,10,4,3124.6,True
1k.txt,10,6,3854.6,False
1k.txt,10,6,6022.8,True
1k.txt,10,8,9898.2,False
1k.txt,10,8,9963.8,True
1k.txt,10,10,4923.0,False
1k.txt,10,10,8292.0,True
1k.txt,10,12,10411.4,False
1k.txt,10,12,8253.4,True
1k.txt,10,14,5741.8,False
1k.txt,10,14,8857.2,True
1k.txt,10,16,5086.4,False
1k.txt,10,16,8843.8,True
1k.txt,10,18,6144.4,False
1k.txt,10,18,12209.8,True
1k.txt,10,20,6037.2,False
1k.txt,10,20,12002.8,True
1k.txt,10,22,7406.8,False
1k.txt,10,22,13585.4,True
1k.txt,10,24,7689.8,False
1k.txt,10,24,13124.2,True
1k.txt,10,26,8501.8,False
1k.txt,10,26,15608.0,True
1k.txt,10,28,9186.4,False
1k.txt,10,28,15744.4,True
1k.txt,10,30,9505.6,False
1k.txt,10,30,16179.4,True
1k.txt,10,32,10369.2,False
1k.txt,10,32,17714.0,True
1k.txt,50,0,127.6,False
1k.txt,50,0,106.6,True
1k.txt,50,2,773.0,False
1k.txt,50,2,1168.6,True
1k.txt,50,4,1387.4,False
1k.txt,50,4,1963.4,True
1k.txt,50,6,2128.4,False
1k.txt,50,6,3370.8,True
1k.txt,50,8,3041.0,False
1k.txt,50,8,4555.6,True
1k.txt,50,10,3149.4,False
1k.txt,50,10,5942.0,True
1k.txt,50,12,4068.2,False
1k.txt,50,12,6660.8,True
1k.txt,50,14,4379.0,False
1k.txt,50,14,7648.6,True
1k.txt,50,16,5252.0,False
1k.txt,50,16,11012.6,True
1k.txt,50,18,6176.6,False
1k.txt,50,18,10421.2,True
1k.txt,50,20,7222.6,False
1k.txt,50,20,12501.0,True
1k.txt,50,22,7361.0,False
1k.txt,50,22,12865.0,True
1k.txt,50,24,8342.2,False
1k.txt,50,24,14310.8,True
1k.txt,50,26,8691.6,False
1k.txt,50,26,15193.4,True
1k.txt,50,28,9609.8,False
1k.txt,50,28,16541.0,True
1k.txt,50,30,11383.2,False
1k.txt,50,30,17362.2,True
1k.txt,50,32,10163.6,False
1k.txt,50,32,18471.0,True
1k.txt,100,0,280.2,False
1k.txt,100,0,282.6,True
1k.txt,100,2,958.8,False
1k.txt,100,2,1632.4,True
1k.txt,100,4,1493.0,False
1k.txt,100,4,2181.8,True
1k.txt,100,6,2305.8,False
1k.txt,100,6,3404.8,True
1k.txt,100,8,3194.0,False
1k.txt,100,8,4457.6,True
1k.txt,100,10,3421.6,False
1k.txt,100,10,5915.6,True
1k.txt,100,12,4571.2,False
1k.txt,100,12,7847.2,True
1k.txt,100,14,5196.0,False
1k.txt,100,14,7713.2,True
1k.txt,100,16,5403.4,False
1k.txt,100,16,9020.8,True
1k.txt,100,18,6321.6,False
1k.txt,100,18,9706.4,True
1k.txt,100,20,6140.4,False
1k.txt,100,20,11002.2,True
1k.txt,100,22,6967.6,False
1k.txt,100,22,12531.6,True
1k.txt,100,24,8892.4,False
1k.txt,100,24,13348.6,True
1k.txt,100,26,8849.8,False
1k.txt,100,26,16073.2,True
1k.txt,100,28,8755.6,False
1k.txt,100,28,16990.2,True
1k.txt,100,30,10147.4,False
1k.txt,100,30,16234.4,True
1k.txt,100,32,9812.4,False
1k.txt,100,32,17835.0,True
1k.txt,500,0,1604.0,False
1k.txt,500,0,1634.2,True
1k.txt,500,2,2254.0,False
1k.txt,500,2,2454.4,True
1k.txt,500,4,2079.8,False
1k.txt,500,4,2498.8,True
1k.txt,500,6,2652.0,False
1k.txt,500,6,3362.2,True
1k.txt,500,8,3256.0,False
1k.txt,500,8,4274.4,True
1k.txt,500,10,3700.4,False
1k.txt,500,10,5307.8,True
1k.txt,500,12,4110.4,False
1k.txt,500,12,6402.6,True
1k.txt,500,14,4714.0,False
1k.txt,500,14,7327.2,True
1k.txt,500,16,5152.6,False
1k.txt,500,16,8229.0,True
1k.txt,500,18,5758.8,False
1k.txt,500,18,9454.0,True
1k.txt,500,20,9286.8,False
1k.txt,500,20,10351.2,True
1k.txt,500,22,6974.2,False
1k.txt,500,22,11025.8,True
1k.txt,500,24,7427.6,False
1k.txt,500,24,12247.6,True
1k.txt,500,26,8369.0,False
1k.txt,500,26,13740.0,True
1k.txt,500,28,8934.8,False
1k.txt,500,28,14137.6,True
1k.txt,500,30,9277.2,False
1k.txt,500,30,16580.0,True
1k.txt,500,32,10425.6,False
1k.txt,500,32,18247.0,True
1k.txt,1000,0,3615.4,False
1k.txt,1000,0,3442.6,True
1k.txt,1000,2,4034.6,False
1k.txt,1000,2,4038.8,True
1k.txt,1000,4,2916.8,False
1k.txt,1000,4,3308.2,True
1k.txt,1000,6,3062.2,False
1k.txt,1000,6,3944.6,True
1k.txt,1000,8,4154.0,False
1k.txt,1000,8,5506.8,True
1k.txt,1000,10,4867.4,False
1k.txt,1000,10,6714.4,True
1k.txt,1000,12,10769.2,False
1k.txt,1000,12,6488.6,True
1k.txt,1000,14,5898.8,False
1k.txt,1000,14,7592.6,True
1k.txt,1000,16,5887.6,False
1k.txt,1000,16,8529.0,True
1k.txt,1000,18,6426.4,False
1k.txt,1000,18,9792.0,True
1k.txt,1000,20,6951.4,False
1k.txt,1000,20,10095.0,True
1k.txt,1000,22,7249.4,False
1k.txt,1000,22,12431.8,True
1k.txt,1000,24,8416.8,False
1k.txt,1000,24,15506.6,True
1k.txt,1000,26,12330.0,False
1k.txt,1000,26,13549.6,True
1k.txt,1000,28,10091.4,False
1k.txt,1000,28,14713.8,True
1k.txt,1000,30,9465.4,False
1k.txt,1000,30,15301.6,True
1k.txt,1000,32,9962.6,False
1k.txt,1000,32,16710.8,True
1k.txt,5000,0,16451.0,False
1k.txt,5000,0,16386.4,True
1k.txt,5000,2,17172.2,False
1k.txt,5000,2,17278.4,True
1k.txt,5000,4,9740.8,False
1k.txt,5000,4,9801.8,True
1k.txt,5000,6,7835.6,False
1k.txt,5000,6,8850.6,True
1k.txt,5000,8,14168.4,False
1k.txt,5000,8,21093.0,True
1k.txt,5000,10,10701.2,False
1k.txt,5000,10,15546.4,True
1k.txt,5000,12,18731.6,False
1k.txt,5000,12,24127.0,True
1k.txt,5000,14,15098.0,False
1k.txt,5000,14,14300.4,True
1k.txt,5000,16,15150.6,False
1k.txt,5000,16,14958.8,True
1k.txt,5000,18,18193.2,False
1k.txt,5000,18,22984.2,True
1k.txt,5000,20,15433.8,False
1k.txt,5000,20,15740.4,True
1k.txt,5000,22,15450.8,False
1k.txt,5000,22,16741.8,True
1k.txt,5000,24,16836.0,False
1k.txt,5000,24,17131.0,True
1k.txt,5000,26,15862.6,False
1k.txt,5000,26,19849.8,True
1k.txt,5000,28,26448.6,False
1k.txt,5000,28,22661.4,True
1k.txt,5000,30,19838.0,False
1k.txt,5000,30,24017.2,True
1k.txt,5000,32,19095.4,False
1k.txt,5000,32,25056.2,True
1k.txt,10000,0,35548.4,False
1k.txt,10000,0,33124.6,True
1k.txt,10000,2,33926.8,False
1k.txt,10000,2,33545.6,True
1k.txt,10000,4,18066.8,False
1k.txt,10000,4,18241.4,True
1k.txt,10000,6,14467.4,False
1k.txt,10000,6,14034.4,True
1k.txt,10000,8,19373.8,False
1k.txt,10000,8,19443.8,True
1k.txt,10000,10,16935.0,False
1k.txt,10000,10,17751.2,True
1k.txt,10000,12,15843.8,False
1k.txt,10000,12,17949.0,True
1k.txt,10000,14,19269.6,False
1k.txt,10000,14,19959.6,True
1k.txt,10000,16,17310.6,False
1k.txt,10000,16,18949.8,True
1k.txt,10000,18,18037.2,False
1k.txt,10000,18,20081.8,True
1k.txt,10000,20,17544.4,False
1k.txt,10000,20,20709.4,True
1k.txt,10000,22,18469.2,False
1k.txt,10000,22,20708.8,True
1k.txt,10000,24,19817.4,False
1k.txt,10000,24,21132.0,True
1k.txt,10000,26,19197.6,False
1k.txt,10000,26,22180.8,True
1k.txt,10000,28,19358.2,False
1k.txt,10000,28,24308.0,True
1k.txt,10000,30,21684.8,False
1k.txt,10000,30,25183.0,True
1k.txt,10000,32,24260.6,False
1k.txt,10000,32,25584.8,True
1k.txt,50000,0,164091.0,False
1k.txt,50000,0,163863.6,True
1k.txt,50000,2,166137.2,False
1k.txt,50000,2,165604.8,True
1k.txt,50000,4,84532.4,False
1k.txt,50000,4,87790.2,True
1k.txt,50000,6,61356.4,False
1k.txt,50000,6,60428.0,True
1k.txt,50000,8,76493.6,False
1k.txt,50000,8,76543.2,True
1k.txt,50000,10,68595.2,False
1k.txt,50000,10,69892.6,True
1k.txt,50000,12,68244.6,False
1k.txt,50000,12,70108.4,True
1k.txt,50000,14,61631.2,False
1k.txt,50000,14,65779.2,True
1k.txt,50000,16,66860.4,False
1k.txt,50000,16,75901.2,True
1k.txt,50000,18,66138.2,False
1k.txt,50000,18,72605.8,True
1k.txt,50000,20,63441.2,False
1k.txt,50000,20,65410.0,True
1k.txt,50000,22,65341.6,False
1k.txt,50000,22,72465.8,True
1k.txt,50000,24,68882.8,False
1k.txt,50000,24,67921.6,True
1k.txt,50000,26,64866.0,False
1k.txt,50000,26,70519.4,True
1k.txt,50000,28,64434.4,False
1k.txt,50000,28,68745.0,True
1k.txt,50000,30,65294.0,False
1k.txt,50000,30,84092.6,True
1k.txt,50000,32,70962.4,False
1k.txt,50000,32,72195.8,True
1k.txt,100000,0,326746.0,False
1k.txt,100000,0,325917.2,True
1k.txt,100000,2,331628.6,False
1k.txt,100000,2,327924.8,True
1k.txt,100000,4,169256.0,False
1k.txt,100000,4,167328.2,True
1k.txt,100000,6,126094.8,False
1k.txt,100000,6,117651.6,True
1k.txt,100000,8,140645.2,False
1k.txt,100000,8,138477.0,True
1k.txt,100000,10,123772.0,False
1k.txt,100000,10,126138.2,True
1k.txt,100000,12,117011.0,False
1k.txt,100000,12,121059.2,True
1k.txt,100000,14,119846.8,False
1k.txt,100000,14,120244.8,True
1k.txt,100000,16,134033.6,False
1k.txt,100000,16,133033.8,True
1k.txt,100000,18,139402.0,False
1k.txt,100000,18,151907.0,True
1k.txt,100000,20,131400.8,False
1k.txt,100000,20,172614.0,True
1k.txt,100000,22,135575.2,False
1k.txt,100000,22,130435.6,True
1k.txt,100000,24,120686.6,False
1k.txt,100000,24,125702.4,True
1k.txt,100000,26,118227.4,False
1k.txt,100000,26,125705.8,True
1k.txt,100000,28,115995.8,False
1k.txt,100000,28,124635.0,True
1k.txt,100000,30,118116.0,False
1k.txt,100000,30,123487.6,True
1k.txt,100000,32,127557.2,False
1k.txt,100000,32,130275.4,True
8k.txt,10,0,180.4,False
8k.txt,10,0,145.4,True
8k.txt,10,2,931.0,False
8k.txt,10,2,1323.0,True
8k.txt,10,4,1594.2,False
8k.txt,10,4,2682.4,True
8k.txt,10,6,4524.8,False
8k.txt,10,6,3925.2,True
8k.txt,10,8,3224.0,False
8k.txt,10,8,5508.4,True
8k.txt,10,10,3941.2,False
8k.txt,10,10,6679.2,True
8k.txt,10,12,4795.4,False
8k.txt,10,12,7983.2,True
8k.txt,10,14,5318.0,False
8k.txt,10,14,9572.2,True
8k.txt,10,16,6072.0,False
8k.txt,10,16,11077.0,True
8k.txt,10,18,11166.8,False
8k.txt,10,18,13550.0,True
8k.txt,10,20,8113.2,False
8k.txt,10,20,13833.8,True
8k.txt,10,22,8677.2,False
8k.txt,10,22,18058.2,True
8k.txt,10,24,15244.2,False
8k.txt,10,24,21813.8,True
8k.txt,10,26,11043.4,False
8k.txt,10,26,22558.4,True
8k.txt,10,28,12530.0,False
8k.txt,10,28,19614.2,True
8k.txt,10,30,11041.0,False
8k.txt,10,30,21046.8,True
8k.txt,10,32,12239.6,False
8k.txt,10,32,23050.4,True
8k.txt,50,0,984.0,False
8k.txt,50,0,908.4,True
8k.txt,50,2,1849.4,False
8k.txt,50,2,2021.2,True
8k.txt,50,4,2028.0,False
8k.txt,50,4,3005.0,True
8k.txt,50,6,2811.2,False
8k.txt,50,6,4037.8,True
8k.txt,50,8,3468.4,False
8k.txt,50,8,5350.4,True
8k.txt,50,10,4134.2,False
8k.txt,50,10,6548.0,True
8k.txt,50,12,4874.2,False
8k.txt,50,12,9974.6,True
8k.txt,50,14,6138.2,False
8k.txt,50,14,9640.6,True
8k.txt,50,16,6393.6,False
8k.txt,50,16,10690.6,True
8k.txt,50,18,7127.2,False
8k.txt,50,18,11862.8,True
8k.txt,50,20,7738.0,False
8k.txt,50,20,13248.4,True
8k.txt,50,22,8736.4,False
8k.txt,50,22,14640.0,True
8k.txt,50,24,9113.6,False
8k.txt,50,24,15942.2,True
8k.txt,50,26,11067.0,False
8k.txt,50,26,17997.2,True
8k.txt,50,28,10439.0,False
8k.txt,50,28,18480.0,True
8k.txt,50,30,11319.6,False
8k.txt,50,30,20570.0,True
8k.txt,50,32,11920.8,False
8k.txt,50,32,22122.0,True
8k.txt,100,0,2318.2,False
8k.txt,100,0,2312.2,True
8k.txt,100,2,3178.8,False
8k.txt,100,2,3543.2,True
8k.txt,100,4,2755.0,False
8k.txt,100,4,3469.4,True
8k.txt,100,6,3207.6,False
8k.txt,100,6,4372.0,True
8k.txt,100,8,4140.4,False
8k.txt,100,8,5988.2,True
8k.txt,100,10,4607.0,False
8k.txt,100,10,7182.6,True
8k.txt,100,12,5497.0,False
8k.txt,100,12,8811.6,True
8k.txt,100,14,6715.4,False
8k.txt,100,14,9335.0,True
8k.txt,100,16,6596.0,False
8k.txt,100,16,10679.6,True
8k.txt,100,18,7308.2,False
8k.txt,100,18,12367.8,True
8k.txt,100,20,7907.2,False
8k.txt,100,20,13278.8,True
8k.txt,100,22,9712.8,False
8k.txt,100,22,16337.8,True
8k.txt,100,24,9517.8,False
8k.txt,100,24,16021.2,True
8k.txt,100,26,9948.4,False
8k.txt,100,26,16865.4,True
8k.txt,100,28,10938.8,False
8k.txt,100,28,18776.8,True
8k.txt,100,30,11183.6,False
8k.txt,100,30,20578.2,True
8k.txt,100,32,12448.4,False
8k.txt,100,32,21470.2,True
8k.txt,500,0,12868.6,False
8k.txt,500,0,12782.0,True
8k.txt,500,2,13894.0,False
8k.txt,500,2,13888.8,True
8k.txt,500,4,8766.2,False
8k.txt,500,4,8785.8,True
8k.txt,500,6,6865.4,False
8k.txt,500,6,7571.6,True
8k.txt,500,8,9223.0,False
8k.txt,500,8,10770.0,True
8k.txt,500,10,11285.6,False
8k.txt,500,10,13562.8,True
8k.txt,500,12,10155.8,False
8k.txt,500,12,11934.6,True
